,id,fisherman_id,fishing_location,status,Avg Temp,delivered_location,delivered,rejected
0,9517464,B23823,Duqum,Central Market,-3.48,Lulu,,
0,9067061,B23823,Ashkara,Central Market,-4.11,Lulu,,
0,6316190,B23823,Duqum,On Route,-3.49,Nesto,,
0,6129922,B8323,Ashkara,Delivered,-9.3,Nesto,yes,
0,1102324,B8323,Masira,Delivered,-1.57,Nesto,yes,
0,2501318,B8323,Salalah,Central Market,-6.7,Lulu,,
0,5103348,B123123,Duqum,Central Market,-2.74,Lulu,,
0,1347953,B123123,Ashkara,Central Market,-9.68,Faiha,,
0,1288197,B8323,Ashkara,Central Market,-9.39,Nesto,,
0,7425493,B8323,Duqum,Delivered,-6.55,Lulu,yes,
0,9995961,B123123,Duqum,Delivered,-7.68,Faiha,yes,
0,4459298,B123123,Duqum,Rejected,-5.16,Lulu,,yes
0,2978294,B123123,Ashkara,Delivered,-3.01,Lulu,yes,
0,8252443,B23823,Salalah,Central Market,-3.52,Nesto,,
0,8663266,B123123,Duqum,Central Market,-8.56,Nesto,,
0,2762597,B123123,Duqum,Central Market,-9.14,Faiha,,
0,1458909,B123123,Ashkara,Delivered,-1.95,Lulu,yes,
0,6899672,B123123,Duqum,Delivered,-8.88,Lulu,yes,
0,1724032,B23823,Duqum,Delivered,-5.94,Nesto,yes,
0,2277198,B8323,Suhar,Delivered,-5.42,Nesto,yes,
0,1466275,B23823,Salalah,Central Market,-8.78,Nesto,,
0,8591624,B23823,Suhar,Central Market,-4.04,Lulu,,
0,8968786,B8323,Suhar,Central Market,-8.34,Lulu,,
0,6432159,B23823,Salalah,Central Market,-3.0,Nesto,,
0,5617225,B23823,Suhar,Central Market,-5.6,Lulu,,
0,7812396,B328423,Suhar,Delivered,-2.57,Lulu,yes,
0,6094250,B23823,Salalah,Delivered,-2.19,Nesto,yes,
0,7248689,B8323,Duqum,Delivered,-5.21,Nesto,yes,
0,3051442,B23823,Muscat,Central Market,-1.38,Lulu,,
0,9902915,B8323,Ashkara,Central Market,-0.08,Nesto,,
0,6149194,B23823,Muscat,Central Market,-6.86,Nesto,,
0,2831138,B123123,Sur,Central Market,-6.57,Faiha,,
0,4454319,B8323,Duqum,Delivered,-4.41,Nesto,yes,
0,1692193,B23823,Ashkara,Central Market,-1.3,Lulu,,
0,3436543,B23823,Duqum,Delivered,-7.1,Lulu,yes,
0,4254654,B23823,Suhar,Delivered,-2.38,Lulu,yes,
0,8394859,B23823,Suhar,Central Market,-2.41,Nesto,,
0,8190594,B123123,Suhar,Central Market,-6.43,Nesto,,
0,2881344,B23823,Duqum,Central Market,-9.16,Lulu,,
0,2994041,B8323,Duqum,Central Market,-3.81,Nesto,,
0,7582830,B8323,Salalah,Central Market,-1.84,Nesto,,
0,8668109,B384211,Masira,Delivered,-5.98,Lulu,yes,
0,8619169,B8323,Duqum,Central Market,-5.47,Lulu,,
0,2012454,B23823,Ashkara,Delivered,-0.65,Nesto,yes,
0,8963237,B8323,Ashkara,Delivered,-3.14,Lulu,yes,
0,3532198,B8323,Ashkara,On Route,-9.85,Lulu,,
0,8652273,B123123,Suhar,Delivered,-6.12,Nesto,yes,
0,9550255,B23823,Sur,Delivered,-5.82,Nesto,yes,
0,3911062,B23823,Duqum,Delivered,-2.39,Lulu,yes,
0,8370439,B8323,Duqum,Central Market,-7.04,Nesto,,
0,7707888,B23823,Suhar,Central Market,-5.23,Lulu,,
0,1335648,B384211,Ashkara,Central Market,-7.62,Lulu,,
0,3284697,B23823,Ashkara,Delivered,-6.02,Lulu,yes,
0,8850585,B12312,Duqum,Central Market,-1.21,Nesto,,
0,6955962,B123123,Sur,Delivered,-1.7,Nesto,yes,
0,2744108,B23823,Ashkara,Central Market,-9.76,Lulu,,
0,1652594,B8323,Ashkara,Delivered,-2.15,Lulu,yes,
0,7011154,B23823,Ashkara,Central Market,-0.98,Nesto,,
0,3716609,B23823,Duqum,Delivered,-2.64,Faiha,yes,
0,3674570,B23823,Duqum,Central Market,-5.53,Lulu,,
0,8302732,B8323,Duqum,Delivered,-1.15,Nesto,yes,
0,8008441,B23823,Salalah,Central Market,-0.69,Lulu,,
0,3645101,B123123,Suhar,Delivered,-8.42,Lulu,yes,
0,8854189,B8323,Ashkara,Delivered,-1.29,Nesto,yes,
0,8707092,B23823,Duqum,Delivered,-0.05,Lulu,yes,
0,9983521,B8323,Ashkara,Delivered,-4.24,Faiha,yes,
0,7471122,B23823,Salalah,Delivered,-2.38,Lulu,yes,
0,7488824,B23823,Ashkara,Central Market,-6.76,Lulu,,
0,9622258,B8323,Duqum,Delivered,-8.69,Nesto,yes,
0,9990511,B8323,Ashkara,Delivered,-1.04,Nesto,yes,
0,3288551,B8323,Duqum,Delivered,-7.63,Lulu,yes,
0,6342506,B384211,Ashkara,Central Market,-2.33,Lulu,,
0,3798047,B123123,Duqum,Central Market,-4.53,Nesto,,
0,6606941,B8323,Salalah,Central Market,-8.39,Lulu,,
0,8776572,B123123,Ashkara,Central Market,-7.52,Nesto,,
0,4168937,B8323,Ashkara,Delivered,-3.63,Lulu,yes,
0,2672956,B8323,Ashkara,Delivered,-3.18,Lulu,yes,
0,5780003,B123123,Suhar,Delivered,-9.01,Lulu,yes,
0,5740308,B123123,Duqum,Delivered,-7.0,Lulu,yes,
0,4708878,B23823,Duqum,First Truck,-4.87,Lulu,,
0,3420523,B8323,Duqum,Delivered,-9.2,Lulu,yes,
0,1592877,B384211,Duqum,Central Market,-0.43,Lulu,,
0,1608590,B8323,Ashkara,Central Market,-1.32,Lulu,,
0,9036166,B123123,Salalah,Delivered,-9.07,Lulu,yes,
0,8196339,B328423,Suhar,Central Market,-5.11,Nesto,,
0,1601988,B23823,Salalah,Delivered,-3.46,Lulu,yes,
0,6453384,B23823,Sur,Delivered,-2.34,Lulu,yes,
0,5882756,B123123,Ashkara,Central Market,-7.26,Lulu,,
0,2436671,B23823,Duqum,Central Market,-6.12,Nesto,,
0,1285929,B23823,Duqum,Central Market,-3.59,Lulu,,
0,8321222,B8323,Ashkara,Delivered,-5.67,Nesto,yes,
0,4455769,B123123,Ashkara,Central Market,-1.95,Lulu,,
0,6205224,B384211,Duqum,Delivered,-1.64,Lulu,yes,
0,3327634,B8323,Salalah,Central Market,-9.92,Lulu,,
0,7974430,B23823,Salalah,Delivered,-6.07,Lulu,yes,
0,1971051,B12312,Salalah,Delivered,-5.83,Nesto,yes,
0,2848169,B8323,Suhar,Central Market,-4.58,Lulu,,
0,7524185,B23823,Salalah,Central Market,-9.29,Nesto,,
0,2370959,B23823,Duqum,Delivered,-2.19,Lulu,yes,
0,5629312,B23823,Duqum,Central Market,-1.25,Lulu,,
0,2591367,B8323,Duqum,Delivered,-2.53,Lulu,yes,
0,4434460,B23823,Suhar,Delivered,-2.31,Nesto,yes,
0,3870993,B23823,Salalah,Delivered,-1.52,Lulu,yes,
0,5481983,B123123,Suhar,Central Market,-5.85,Nesto,,
0,4286519,B328423,Salalah,Central Market,-9.57,Lulu,,
0,2151004,B328423,Salalah,Central Market,-0.14,Faiha,,
0,9679380,B8323,Ashkara,Delivered,-1.75,Lulu,yes,
0,7823049,B384211,Suhar,Central Market,-8.48,Nesto,,
0,9219039,B123123,Ashkara,Delivered,-2.71,Lulu,yes,
0,7708998,B8323,Duqum,Delivered,-0.67,Nesto,yes,
0,7991187,B384211,Ashkara,Central Market,-2.81,Lulu,,
0,2110676,B8323,Masira,Delivered,-7.5,Lulu,yes,
0,7309544,B8323,Suhar,Central Market,-5.33,Nesto,,
0,2984891,B123123,Ashkara,First Truck,-5.79,Lulu,,
0,7881968,B12312,Ashkara,Rejected,-5.86,Nesto,,yes
0,8154555,B12312,Ashkara,Delivered,-1.85,Lulu,yes,
0,1158353,B8323,Salalah,Delivered,-5.94,Lulu,yes,
0,3766752,B23823,Duqum,Delivered,-0.52,Lulu,yes,
0,5769221,B23823,Duqum,Delivered,-4.15,Lulu,yes,
0,4647407,B123123,Duqum,Central Market,-3.89,Lulu,,
0,1345576,B12312,Duqum,Central Market,-5.37,Faiha,,
0,6052072,B123123,Ashkara,Rejected,-2.03,Nesto,,yes
0,6564865,B123123,Salalah,Central Market,-9.34,Nesto,,
0,6013582,B23823,Sur,Central Market,-1.82,Lulu,,
0,4890807,B123123,Ashkara,Central Market,-1.08,Nesto,,
0,8068827,B23823,Ashkara,Central Market,-2.1,Nesto,,
0,5073053,B123123,Salalah,Central Market,-4.34,Lulu,,
0,1670218,B123123,Salalah,Delivered,-3.25,Nesto,yes,
0,6255530,B23823,Duqum,Delivered,-7.53,Lulu,yes,
0,3703905,B23823,Ashkara,Delivered,-0.23,Lulu,yes,
0,6201950,B328423,Salalah,Delivered,-4.17,Lulu,yes,
0,9544950,B123123,Duqum,Delivered,-1.68,Lulu,yes,
0,9073352,B12312,Ashkara,Delivered,-9.56,Faiha,yes,
0,1116602,B8323,Suhar,Central Market,-7.45,Nesto,,
0,2552520,B8323,Salalah,Delivered,-4.96,Lulu,yes,
0,9488092,B23823,Salalah,Central Market,-2.96,Lulu,,
0,8694062,B23823,Duqum,Central Market,-5.89,Lulu,,
0,6860732,B23823,Duqum,Central Market,-8.69,Nesto,,
0,9841109,B8323,Ashkara,Delivered,-0.64,Nesto,yes,
0,9836162,B23823,Duqum,Delivered,-1.06,Nesto,yes,
0,6366706,B123123,Salalah,Central Market,-8.0,Lulu,,
0,4929099,B8323,Suhar,Delivered,-7.55,Lulu,yes,
0,1655635,B8323,Sur,Delivered,-2.68,Nesto,yes,
0,6631370,B123123,Ashkara,Central Market,-5.98,Lulu,,
0,4460973,B23823,Duqum,Delivered,-1.33,Lulu,yes,
0,4823169,B8323,Ashkara,Delivered,-1.34,Lulu,yes,
0,2819533,B23823,Ashkara,Delivered,-2.72,Nesto,yes,
0,9604441,B8323,Suhar,Central Market,-5.51,Lulu,,
0,2359044,B12312,Suhar,Central Market,-2.03,Lulu,,
0,5674064,B384211,Suhar,Delivered,-0.27,Lulu,yes,
0,4812868,B123123,Suhar,Delivered,-8.35,Lulu,yes,
0,5596187,B123123,Muscat,Central Market,-2.99,Lulu,,
0,6858588,B123123,Duqum,Central Market,-6.59,Nesto,,
0,4407845,B23823,Duqum,Central Market,-2.7,Lulu,,
0,6661192,B123123,Salalah,Central Market,-7.56,Faiha,,
0,2850618,B8323,Suhar,Delivered,-6.86,Lulu,yes,
0,7939200,B8323,Ashkara,Central Market,-7.25,Faiha,,
0,6664106,B8323,Duqum,Delivered,-8.04,Nesto,yes,
0,9036183,B8323,Sur,Central Market,-0.76,Lulu,,
0,9712784,B123123,Salalah,Central Market,-1.84,Lulu,,
0,2877123,B384211,Ashkara,Delivered,-9.57,Lulu,yes,
0,5585374,B8323,Suhar,Central Market,-8.52,Lulu,,
0,3102341,B23823,Ashkara,Central Market,-8.5,Lulu,,
0,3162823,B23823,Ashkara,Central Market,-6.94,Lulu,,
0,9290066,B12312,Duqum,Central Market,-2.92,Nesto,,
0,3859763,B8323,Ashkara,Delivered,-5.24,Lulu,yes,
0,1077490,B8323,Ashkara,Central Market,-0.51,Nesto,,
0,7991646,B8323,Duqum,Delivered,-7.53,Lulu,yes,
0,6184643,B8323,Salalah,Delivered,-0.7,Lulu,yes,
0,4429381,B23823,Ashkara,Central Market,-6.74,Lulu,,
0,7092675,B8323,Salalah,Delivered,-5.7,Nesto,yes,
0,3596207,B23823,Duqum,Central Market,-7.08,Nesto,,
0,7723478,B8323,Duqum,Central Market,-6.82,Lulu,,
0,5046656,B8323,Salalah,Delivered,-0.1,Nesto,yes,
0,4136390,B8323,Duqum,Central Market,-1.65,Lulu,,
0,3429349,B123123,Salalah,Central Market,-1.11,Lulu,,
0,3258878,B23823,Suhar,Delivered,-8.04,Lulu,yes,
0,8182388,B3823,Ashkara,Central Market,-7.25,Faiha,,
0,1752177,B328423,Duqum,Delivered,-9.02,Nesto,yes,
0,9950211,B8323,Duqum,Central Market,-7.22,Nesto,,
0,6399352,B8323,Suhar,Central Market,-6.67,Lulu,,
0,6756427,B123123,Ashkara,Delivered,-6.79,Nesto,yes,
0,3886555,B8323,Salalah,Delivered,-7.36,Nesto,yes,
0,4530673,B23823,Suhar,Central Market,-0.8,Lulu,,
0,9388779,B23823,Duqum,Central Market,-1.35,Lulu,,
0,9819632,B384211,Duqum,Delivered,-6.99,Lulu,yes,
0,7455886,B23823,Salalah,Delivered,-5.58,Lulu,yes,
0,1006125,B123123,Duqum,Central Market,-5.31,Nesto,,
0,5933300,B23823,Suhar,Delivered,-6.75,Lulu,yes,
0,3385312,B3823,Suhar,Central Market,-8.45,Lulu,,
0,5747169,B8323,Ashkara,Central Market,-4.0,Lulu,,
0,6800015,B123123,Salalah,Delivered,-0.08,Nesto,yes,
0,9614111,B123123,Ashkara,Central Market,-2.13,Lulu,,
0,9495929,B23823,Duqum,Central Market,-8.24,Nesto,,
0,9767308,B123123,Duqum,Central Market,-3.94,Lulu,,
0,4175964,B8323,Suhar,Central Market,-7.93,Lulu,,
0,4904291,B8323,Suhar,Delivered,-1.66,Nesto,yes,
0,1992641,B23823,Suhar,Central Market,-4.71,Lulu,,
0,6938519,B123123,Salalah,Delivered,-3.89,Nesto,yes,
0,7642379,B23823,Salalah,Delivered,-2.05,Nesto,yes,
0,9444636,B123123,Salalah,Central Market,-7.42,Nesto,,
0,1595896,B123123,Duqum,Delivered,-6.08,Lulu,yes,
0,9792825,B123123,Salalah,Delivered,-0.92,Lulu,yes,
0,7083476,B8323,Ashkara,On Route,-8.25,Lulu,,
0,7156074,B12312,Duqum,Delivered,-4.59,Lulu,yes,
0,2125413,B8323,Suhar,Delivered,-1.92,Lulu,yes,
0,7067810,B123123,Salalah,Delivered,-0.31,Lulu,yes,
0,4650145,B3823,Ashkara,Central Market,-6.01,Faiha,,
0,1130659,B3823,Ashkara,First Truck,-6.98,Nesto,,
0,3470445,B8323,Masira,Central Market,-1.1,Nesto,,
0,6301622,B3823,Duqum,Central Market,-4.47,Nesto,,
0,3437576,B8323,Duqum,Delivered,-5.81,Lulu,yes,
0,3748562,B23823,Suhar,Central Market,-9.74,Lulu,,
0,9530887,B23823,Duqum,Delivered,-6.65,Lulu,yes,
0,2969414,B8323,Duqum,Delivered,-3.76,Lulu,yes,
0,9327942,B123123,Salalah,Delivered,-8.38,Nesto,yes,
0,4371719,B12312,Ashkara,Delivered,-2.24,Lulu,yes,
0,6860783,B8323,Suhar,Delivered,-7.07,Lulu,yes,
0,6535050,B8323,Duqum,Central Market,-2.58,Lulu,,
0,6685220,B8323,Salalah,Delivered,-7.01,Nesto,yes,
0,6798644,B123123,Duqum,Central Market,-8.08,Lulu,,
0,9486137,B23823,Masira,Delivered,-0.02,Lulu,yes,
0,6720497,B123123,Duqum,Central Market,-9.54,Lulu,,
0,5545583,B123123,Duqum,Delivered,-7.21,Lulu,yes,
0,7858826,B8323,Duqum,Delivered,-6.13,Lulu,yes,
0,5071930,B23823,Ashkara,Delivered,-3.4,Lulu,yes,
0,2333976,B8323,Ashkara,Delivered,-0.37,Lulu,yes,
0,3212802,B3823,Suhar,Central Market,-7.22,Lulu,,
0,5168765,B23823,Suhar,Central Market,-8.77,Lulu,,
0,2991564,B23823,Duqum,Delivered,-9.31,Lulu,yes,
0,1179896,B8323,Salalah,Delivered,-0.81,Nesto,yes,
0,5814688,B8323,Sur,Central Market,-2.79,Lulu,,
0,1066591,B8323,Duqum,Delivered,-0.03,Lulu,yes,
0,8943770,B8323,Ashkara,Delivered,-3.03,Nesto,yes,
0,7657661,B8323,Salalah,Delivered,-7.55,Lulu,yes,
0,5135285,B123123,Salalah,Delivered,-3.96,Lulu,yes,
0,8841248,B8323,Duqum,On Route,-5.48,Lulu,,
0,4159491,B12312,Suhar,Delivered,-5.16,Lulu,yes,
0,9935065,B12312,Ashkara,Delivered,-7.78,Lulu,yes,
0,8665444,B12312,Duqum,Central Market,-0.22,Nesto,,
0,5868937,B8323,Ashkara,First Truck,-5.83,Faiha,,
0,8269565,B8323,Duqum,Delivered,-0.77,Lulu,yes,
0,8749958,B23823,Suhar,Central Market,-0.56,Nesto,,
0,4032007,B8323,Duqum,Delivered,-1.58,Faiha,yes,
0,2687067,B8323,Ashkara,Delivered,-7.89,Lulu,yes,
0,1897625,B23823,Duqum,Delivered,-0.45,Nesto,yes,
0,2967987,B23823,Suhar,Central Market,-8.81,Lulu,,
0,2092319,B384211,Ashkara,Delivered,-0.5,Lulu,yes,
0,4835813,B384211,Suhar,Central Market,-2.98,Lulu,,
0,5999581,B123123,Ashkara,Central Market,-7.14,Lulu,,
0,2497847,B8323,Salalah,Delivered,-0.77,Nesto,yes,
0,6952587,B23823,Duqum,Central Market,-0.66,Nesto,,
0,5421164,B8323,Duqum,Delivered,-4.77,Lulu,yes,
0,3751096,B23823,Suhar,Delivered,-0.41,Lulu,yes,
0,5733645,B12312,Duqum,Central Market,-9.62,Faiha,,
0,3185233,B8323,Sur,Central Market,-5.36,Lulu,,
0,1287259,B23823,Salalah,Delivered,-8.37,Faiha,yes,
0,2358546,B8323,Suhar,Delivered,-3.58,Nesto,yes,
0,6468056,B23823,Suhar,Delivered,-2.27,Lulu,yes,
0,2344239,B123123,Duqum,Central Market,-4.23,Lulu,,
0,9430221,B8323,Salalah,Delivered,-9.23,Faiha,yes,
0,7470382,B123123,Ashkara,Central Market,-5.46,Nesto,,
0,8012228,B8323,Suhar,Central Market,-5.51,Nesto,,
0,6784980,B23823,Ashkara,Central Market,-4.95,Lulu,,
0,7330013,B123123,Ashkara,Delivered,-8.32,Lulu,yes,
0,4844433,B8323,Ashkara,Delivered,-1.19,Lulu,yes,
0,6938238,B123123,Ashkara,Delivered,-5.7,Nesto,yes,
0,5848880,B23823,Duqum,Delivered,-3.64,Lulu,yes,
0,6811669,B123123,Duqum,Delivered,-6.4,Lulu,yes,
0,1068352,B384211,Salalah,Central Market,-4.85,Lulu,,
0,1311775,B23823,Duqum,Delivered,-0.18,Lulu,yes,
0,1615845,B8323,Masira,Central Market,-1.59,Lulu,,
0,5281545,B123123,Duqum,Central Market,-0.49,Lulu,,
0,9185398,B8323,Duqum,Delivered,-7.8,Nesto,yes,
0,2923071,B23823,Sur,Central Market,-8.94,Lulu,,
0,2234642,B8323,Ashkara,Central Market,-9.99,Lulu,,
0,4603291,B3823,Ashkara,Central Market,-5.56,Lulu,,
0,4198089,B384211,Salalah,Central Market,-2.0,Nesto,,
0,1015719,B23823,Salalah,Central Market,-1.1,Nesto,,
0,4361717,B8323,Ashkara,Delivered,-0.17,Nesto,yes,
0,3043901,B123123,Salalah,First Truck,-6.81,Lulu,,
0,9721527,B8323,Ashkara,Delivered,-8.28,Lulu,yes,
0,8975275,B12312,Ashkara,Central Market,-5.0,Faiha,,
0,4672404,B23823,Suhar,Central Market,-9.25,Lulu,,
0,1756177,B23823,Sur,Delivered,-7.04,Faiha,yes,
0,8990504,B23823,Suhar,Central Market,-7.52,Lulu,,
0,7495614,B23823,Ashkara,Central Market,-5.78,Lulu,,
0,7791676,B8323,Masira,Central Market,-0.51,Faiha,,
0,7675729,B123123,Suhar,Delivered,-8.9,Lulu,yes,
0,4835401,B8323,Duqum,Central Market,-3.35,Nesto,,
0,1057291,B23823,Salalah,Central Market,-9.79,Lulu,,
0,6385997,B123123,Ashkara,Delivered,-6.03,Lulu,yes,
0,5117527,B8323,Duqum,Central Market,-7.18,Faiha,,
0,6581206,B123123,Suhar,Central Market,-0.45,Lulu,,
0,7456060,B3823,Suhar,Central Market,-8.3,Lulu,,
0,3600771,B8323,Salalah,Delivered,-6.75,Faiha,yes,
0,4322583,B8323,Suhar,Delivered,-9.81,Nesto,yes,
0,7898655,B23823,Suhar,Delivered,-7.55,Nesto,yes,
0,6187162,B123123,Duqum,Delivered,-3.6,Lulu,yes,
0,1082555,B3823,Ashkara,Delivered,-8.34,Lulu,yes,
0,7404291,B384211,Suhar,Central Market,-7.61,Lulu,,
0,9204412,B12312,Suhar,Delivered,-5.15,Lulu,yes,
0,1410473,B8323,Ashkara,Delivered,-8.76,Nesto,yes,
0,8126757,B23823,Duqum,Central Market,-9.27,Lulu,,
0,5073905,B8323,Salalah,Central Market,-7.81,Lulu,,
0,2768851,B123123,Suhar,Central Market,-7.16,Lulu,,
0,6928570,B12312,Ashkara,Central Market,-5.53,Lulu,,
0,5181279,B123123,Sur,Delivered,-0.01,Lulu,yes,
0,3732186,B3823,Ashkara,Delivered,-7.62,Lulu,yes,
0,5747525,B8323,Muscat,Delivered,-3.47,Lulu,yes,
0,1699745,B328423,Suhar,Central Market,-9.74,Nesto,,
0,3043276,B123123,Ashkara,Delivered,-9.72,Nesto,yes,
0,8110835,B8323,Suhar,Central Market,-6.85,Nesto,,
0,3276499,B8323,Salalah,Delivered,-4.83,Nesto,yes,
0,6167508,B23823,Ashkara,Central Market,-9.16,Lulu,,
0,7440358,B123123,Salalah,Delivered,-7.75,Nesto,yes,
0,4973324,B8323,Ashkara,Central Market,-0.09,Lulu,,
0,8891258,B8323,Duqum,Delivered,-0.19,Lulu,yes,
0,4292586,B123123,Suhar,Central Market,-9.58,Lulu,,
0,8865941,B8323,Duqum,Central Market,-3.47,Faiha,,
0,2701579,B23823,Ashkara,Central Market,-3.58,Nesto,,
0,3975562,B12312,Duqum,Central Market,-7.87,Lulu,,
0,5444376,B8323,Duqum,Delivered,-6.75,Lulu,yes,
0,4674566,B384211,Duqum,Delivered,-6.58,Nesto,yes,
0,1396870,B123123,Salalah,Central Market,-4.86,Nesto,,
0,7991252,B23823,Sur,Delivered,-6.94,Lulu,yes,
0,8717638,B23823,Duqum,Delivered,-4.34,Lulu,yes,
0,6610584,B123123,Duqum,Central Market,-7.43,Nesto,,
0,3300633,B8323,Duqum,Central Market,-4.51,Nesto,,
0,2948214,B123123,Ashkara,Central Market,-6.98,Lulu,,
0,8307633,B3823,Sur,Delivered,-0.06,Lulu,yes,
0,4150370,B12312,Salalah,Central Market,-9.53,Nesto,,
0,2052763,B23823,Suhar,Central Market,-0.18,Nesto,,
0,1009151,B23823,Ashkara,Delivered,-7.46,Lulu,yes,
0,5323337,B8323,Ashkara,Central Market,-9.08,Lulu,,
0,4850316,B123123,Suhar,Central Market,-3.09,Nesto,,
0,1278140,B8323,Ashkara,Central Market,-1.02,Lulu,,
0,7851729,B328423,Salalah,Delivered,-3.35,Lulu,yes,
0,9582579,B23823,Ashkara,Central Market,-1.59,Nesto,,
0,8766820,B123123,Duqum,Delivered,-6.55,Lulu,yes,
0,2505603,B384211,Salalah,Delivered,-9.28,Lulu,yes,
0,6906269,B123123,Duqum,Delivered,-2.4,Lulu,yes,
0,6956947,B8323,Masira,Central Market,-0.31,Lulu,,
0,6718067,B23823,Ashkara,Central Market,-3.89,Nesto,,
0,1706490,B23823,Ashkara,Delivered,-4.72,Nesto,yes,
0,9543780,B8323,Suhar,Central Market,-9.16,Lulu,,
0,4525108,B8323,Duqum,Central Market,-7.85,Nesto,,
0,4808574,B123123,Duqum,Central Market,-7.11,Lulu,,
0,5644405,B23823,Salalah,On Route,-3.03,Lulu,,
0,9185967,B23823,Ashkara,Delivered,-4.12,Lulu,yes,
0,7507263,B8323,Suhar,Delivered,-7.38,Lulu,yes,
0,9899371,B123123,Salalah,Delivered,-6.46,Lulu,yes,
0,9293757,B123123,Suhar,Delivered,-7.79,Lulu,yes,
0,3680662,B23823,Duqum,Delivered,-6.3,Lulu,yes,
0,6879103,B23823,Salalah,Central Market,-7.89,Lulu,,
0,6353727,B123123,Sur,Delivered,-2.52,Nesto,yes,
0,2545454,B8323,Suhar,Central Market,-8.53,Nesto,,
0,3096360,B123123,Duqum,Central Market,-2.24,Nesto,,
0,6682389,B123123,Duqum,Delivered,-1.63,Lulu,yes,
0,3393846,B12312,Salalah,Central Market,-2.68,Lulu,,
0,6472971,B328423,Suhar,Central Market,-9.73,Nesto,,
0,4023182,B8323,Salalah,Delivered,-1.11,Lulu,yes,
0,5121100,B23823,Duqum,Central Market,-5.76,Lulu,,
0,1544602,B23823,Duqum,Central Market,-0.21,Lulu,,
0,3974385,B23823,Salalah,Delivered,-7.53,Lulu,yes,
0,4251287,B23823,Ashkara,Rejected,-9.43,Lulu,,yes
0,9278013,B23823,Suhar,On Route,-3.42,Lulu,,
0,8780430,B123123,Duqum,Delivered,-6.28,Lulu,yes,
0,2413311,B23823,Salalah,Delivered,-4.71,Lulu,yes,
0,4860690,B8323,Ashkara,Central Market,-1.51,Nesto,,
0,5983684,B8323,Duqum,Central Market,-3.49,Nesto,,
0,7351430,B8323,Duqum,Central Market,-0.32,Lulu,,
0,5514055,B8323,Ashkara,Delivered,-5.17,Nesto,yes,
0,1002513,B23823,Duqum,Delivered,-1.56,Nesto,yes,
0,1255354,B23823,Suhar,Central Market,-7.79,Lulu,,
0,4137989,B23823,Ashkara,Delivered,-1.65,Lulu,yes,
0,4722172,B23823,Salalah,Central Market,-10.0,Nesto,,
0,5980422,B8323,Suhar,Central Market,-3.13,Lulu,,
0,8407289,B23823,Ashkara,Delivered,-8.02,Nesto,yes,
0,4109591,B23823,Suhar,Central Market,-3.77,Lulu,,
0,1380281,B23823,Salalah,Delivered,-3.51,Lulu,yes,
0,4305332,B328423,Suhar,Central Market,-6.54,Lulu,,
0,1637292,B23823,Duqum,Delivered,-3.68,Lulu,yes,
0,9649830,B23823,Suhar,Central Market,-7.26,Lulu,,
0,6493571,B384211,Duqum,Delivered,-4.84,Faiha,yes,
0,6834316,B123123,Ashkara,Delivered,-5.33,Lulu,yes,
0,1932643,B8323,Suhar,Delivered,-4.29,Faiha,yes,
0,4058847,B8323,Ashkara,Central Market,-4.79,Lulu,,
0,3578215,B23823,Suhar,Central Market,-1.82,Lulu,,
0,2265707,B8323,Suhar,Delivered,-2.87,Lulu,yes,
0,8498465,B123123,Ashkara,Delivered,-5.62,Faiha,yes,
0,8808455,B8323,Salalah,Central Market,-5.07,Nesto,,
0,3678146,B123123,Suhar,Central Market,-2.47,Nesto,,
0,3588229,B123123,Suhar,Central Market,-6.02,Lulu,,
0,1365224,B123123,Duqum,Central Market,-3.95,Lulu,,
0,7358699,B123123,Duqum,Rejected,-6.52,Lulu,,yes
0,3224574,B8323,Salalah,Central Market,-6.52,Lulu,,
0,9994668,B3823,Ashkara,Central Market,-4.65,Nesto,,
0,5228273,B123123,Salalah,Central Market,-2.93,Lulu,,
0,3982182,B123123,Duqum,Central Market,-0.49,Lulu,,
0,5904922,B328423,Masira,Central Market,-8.82,Lulu,,
0,6655126,B8323,Duqum,Delivered,-9.6,Lulu,yes,
0,4727570,B23823,Duqum,Rejected,-6.31,Lulu,,yes
0,5780894,B123123,Salalah,Central Market,-6.59,Lulu,,
0,4467757,B8323,Ashkara,Delivered,-5.58,Faiha,yes,
0,1947210,B8323,Ashkara,Delivered,-0.03,Lulu,yes,
0,5988061,B8323,Ashkara,On Route,-0.9,Lulu,,
0,8239684,B123123,Salalah,Central Market,-7.62,Lulu,,
0,7269950,B3823,Ashkara,Delivered,-7.31,Nesto,yes,
0,6217660,B123123,Duqum,Delivered,-3.18,Lulu,yes,
0,1186481,B23823,Suhar,Delivered,-9.27,Nesto,yes,
0,2899080,B8323,Ashkara,Delivered,-2.45,Faiha,yes,
0,6515091,B12312,Ashkara,Delivered,-9.18,Lulu,yes,
0,5974997,B23823,Ashkara,Delivered,-3.6,Lulu,yes,
0,1484045,B23823,Salalah,Central Market,-4.75,Lulu,,
0,4497349,B8323,Suhar,Delivered,-0.22,Lulu,yes,
0,7270967,B123123,Suhar,Central Market,-7.94,Lulu,,
0,7739018,B23823,Suhar,Delivered,-4.35,Lulu,yes,
0,6956416,B8323,Muscat,Delivered,-4.32,Lulu,yes,
0,1077404,B3823,Salalah,Delivered,-0.94,Lulu,yes,
